Index,DataA,DataB
299,101.6,59.7
300,122.0,54.0
301,91.6,52.6
302,98.5,49.9
303,101.5,49.6
304,87.6,48.2
305,98.8,54.1
306,85.7,56.8
307,106.8,47.6
308,97.3,44.5
309,110.6,49.0
310,96.1,57.9
311,101.9,49.8
312,103.8,56.4
313,74.3,45.0
314,90.6,53.0
315,101.7,51.9
316,131.9,46.8
317,113.3,51.4
318,89.1,50.6
319,104.2,42.4
320,104.8,50.1
321,111.1,56.6
322,102.6,46.0
323,108.5,45.9
324,88.7,50.7
325,104.6,53.3
326,81.4,58.9
327,107.0,52.4
328,107.1,49.7
329,83.4,46.7
330,93.6,44.9
331,94.0,48.4
332,89.8,60.2
333,94.9,48.7
334,102.8,46.7
335,93.7,49.3
336,96.6,46.4
337,93.9,43.6
338,105.0,48.8
339,107.7,40.0
340,90.8,52.6
341,97.7,57.8
342,98.4,48.2
343,100.0,48.3
344,85.2,48.2
345,90.4,45.3
346,95.6,59.0
347,100.2,45.0
348,108.9,57.4
349,103.0,53.7
350,110.2,46.7
351,103.6,53.0
352,112.0,46.2
353,100.8,52.6
354,108.1,52.1
355,92.3,39.6
356,91.6,48.0
357,124.4,43.4
358,97.7,56.7
359,99.2,44.5
360,89.5,50.2
361,105.3,51.5
362,93.1,46.8
363,91.7,49.3
364,103.4,54.5
365,100.6,45.4
366,94.6,45.2
367,118.8,57.0
368,111.2,42.3
369,83.3,48.4
370,104.2,44.7
371,107.3,55.7
372,104.0,48.7
373,96.5,45.6
374,93.0,44.8
375,109.5,42.6
376,97.7,52.3
377,98.9,53.1
378,94.5,46.9
379,96.3,48.4
380,89.9,49.6
381,96.3,45.1
382,101.4,53.3
383,94.2,45.9
384,97.5,49.1
385,107.2,50.8
386,70.0,50.6
387,111.3,45.5
388,80.5,45.7
389,107.1,56.3
390,93.5,56.1
391,108.0,58.5
392,106.2,52.4
393,88.5,47.3
394,114.6,51.4
395,109.9,45.8
396,122.8,50.2
397,121.7,54.1
398,98.0,50.3
399,91.7,46.6
400,94.3,58.8
401,90.1,63.6
402,89.1,56.1
403,104.1,52.3
404,105.6,39.3
405,83.5,55.0
406,106.0,54.7
407,107.6,50.5
408,82.3,50.4
409,97.8,48.9
410,86.3,52.2
411,96.2,49.0
412,106.0,53.7
413,117.2,59.7
414,96.3,41.3
415,115.0,56.2
416,119.8,53.1
417,96.2,50.5
418,101.3,52.8
419,104.0,41.7
420,110.3,57.0
421,103.2,51.5
422,90.8,48.3
423,113.0,54.7
424,103.2,49.1
425,100.5,58.4
426,101.4,53.2
427,100.0,47.7
428,106.4,46.6
429,88.0,44.7
430,109.0,57.3
431,116.0,47.4
432,97.7,52.3
433,115.9,48.3
434,100.3,55.2
435,113.0,56.6
436,77.4,54.1
437,89.0,60.6
438,86.5,50.7
439,117.4,51.2
440,98.8,44.9
441,89.3,52.4
442,110.8,51.5
443,120.0,42.4
444,107.6,44.4
445,93.7,59.9
446,104.0,48.2
447,116.5,46.6
448,107.0,46.9
449,91.9,50.9
450,105.1,47.1
451,118.7,54.5
452,102.5,53.1
453,99.4,48.2
454,97.4,43.7
455,107.1,51.1
456,89.7,44.0
457,120.3,58.1
458,101.7,46.5
459,111.8,50.8
460,103.7,42.8
461,80.0,57.5
462,80.8,51.4
463,113.8,48.3
464,95.1,50.0
465,115.5,44.8
466,95.1,41.2
467,88.1,45.1
468,117.3,48.5
469,109.9,52.8
470,113.1,55.9
471,117.4,49.9
472,85.8,56.4
473,112.8,51.6
474,91.6,47.3
475,110.2,55.0
476,101.2,44.2
477,105.9,57.1
478,108.7,56.8
479,90.0,54.6
480,99.9,67.1
481,101.7,51.6
482,115.3,48.7
483,99.2,54.9
484,84.8,57.9
485,88.2,50.0
486,108.3,47.2
487,82.8,46.3
488,91.7,53.8
489,104.8,52.2
490,81.5,51.0
491,112.7,46.5
492,113.8,48.3
493,99.4,50.0
494,104.0,39.8
495,88.7,49.9
496,102.4,45.9
497,88.3,50.4
498,96.4,48.0
499,110.1,51.6
500,91.9,40.1
501,88.2,50.5
502,91.3,48.9
503,96.8,40.8
504,93.2,53.5
505,97.4,48.9
506,89.8,34.4
507,107.2,52.4
508,115.3,46.8
509,79.2,39.8
510,97.1,57.0
511,86.1,49.6
512,82.7,51.3
513,118.3,49.5
514,97.1,54.2
515,101.3,48.8
516,91.0,45.5
517,102.5,47.0
518,94.0,46.9
519,98.2,48.0
520,92.5,45.5
521,106.1,50.1
522,112.0,42.4
523,92.8,53.9
524,120.8,55.9
525,96.4,42.4
526,91.0,54.2
527,86.3,52.1
528,115.6,47.5
529,94.3,55.0
530,97.8,52.4
531,117.3,55.0
532,94.9,51.1
533,106.4,48.3
534,115.6,57.3
535,105.4,54.4
536,98.8,54.0
537,98.0,44.3
538,98.9,50.4
539,109.3,48.6
540,94.2,54.0
541,104.7,55.8
542,120.7,55.9
543,107.1,45.9
544,94.3,60.0
545,94.4,47.3
546,88.0,49.4
547,113.7,49.1
548,90.6,53.8
549,90.9,42.4
550,110.5,51.1
551,89.5,51.5
552,100.1,58.3
553,93.7,51.5
554,113.9,55.1
555,108.8,48.8
556,99.3,55.0
557,105.9,49.9
558,99.5,47.8
559,96.6,46.8
560,79.6,54.3
561,92.5,52.8
562,105.8,54.7
563,109.3,55.5
564,95.8,40.8
565,92.2,52.4
566,99.1,65.4
567,84.6,48.0
568,99.2,42.9
569,116.6,59.8
570,82.2,49.1
571,117.7,46.9
572,106.5,50.4
573,98.4,50.5
574,102.7,44.7
575,99.1,44.6
576,116.7,52.0
577,104.2,54.0
578,93.0,50.7
579,123.6,43.7
580,99.4,44.5
581,94.0,49.4
582,99.2,48.8
583,134.9,51.2
584,84.5,50.3
585,100.2,49.5
586,109.6,42.4
587,107.5,49.7
588,86.6,49.3
589,114.9,48.0
590,100.4,44.7
591,91.2,49.6
592,109.3,49.7
593,91.3,51.9
594,109.0,45.9
595,118.3,55.6
596,127.2,46.2
597,92.0,49.3
598,113.9,47.2
599,93.3,49.9
600,120.1,57.6
601,76.7,53.1
602,89.8,50.3
603,83.4,40.5
604,110.6,50.3
605,110.7,54.6
606,88.2,47.3
607,97.1,57.7
608,115.8,48.6
609,99.5,50.2
610,98.9,57.3
611,91.3,57.3
612,111.0,51.5
613,97.8,48.4
614,102.1,52.2
615,102.3,49.0
616,108.3,48.4
617,106.2,52.0
618,96.1,50.0
619,104.1,51.7
620,111.7,44.7
621,95.7,51.5
622,88.2,45.5
623,88.5,53.8
624,115.9,55.0
625,121.9,45.9
626,118.6,52.9
627,100.0,57.3
628,121.8,44.8
629,102.7,47.7
630,90.5,58.2
631,97.3,56.0
632,100.8,50.4
633,89.3,50.6
634,99.3,39.4
635,109.5,56.2
636,101.5,52.2
637,97.3,43.7
638,92.5,63.0
639,101.5,51.3
640,108.9,39.6
641,110.0,60.9
642,95.6,57.7
643,79.5,58.7
644,90.0,60.8
645,113.9,57.8
646,109.0,55.6
647,113.5,56.2
648,115.8,61.5
649,92.0,56.8
650,98.5,48.6
651,99.2,62.3
652,101.8,36.9
653,95.8,55.6
654,111.3,46.8
655,103.6,53.5
656,110.5,50.8
657,95.8,43.9
658,94.9,47.0
659,96.9,50.4
660,111.6,48.3
661,105.4,45.2
662,104.0,45.8
663,85.2,44.6
664,69.6,56.4
665,103.2,46.6
666,104.7,53.2
667,87.5,53.4
668,101.9,45.9
669,116.4,49.5
670,122.0,51.4
671,106.3,47.6
672,102.9,59.9
673,103.9,55.2
674,108.0,50.7
675,109.9,58.8
676,96.4,49.5
677,106.2,52.3
678,97.0,54.3
679,105.9,46.7
680,104.5,50.7
681,87.2,40.1
682,87.6,49.5
683,108.0,52.8
684,88.2,52.0
685,108.8,47.3
686,102.0,51.8
687,99.3,52.1
688,93.0,42.9
689,101.2,48.2
690,85.6,45.0
691,85.9,43.9
692,103.4,48.2
693,87.5,50.4
694,99.2,55.7
695,106.6,55.6
696,79.0,51.0
697,93.9,54.3
698,105.5,47.4
699,89.5,50.5
700,94.0,55.5
701,95.4,50.9
702,118.7,51.6
703,92.8,56.2
704,107.3,56.5
705,80.6,57.8
706,100.2,52.2
707,105.5,43.5
708,93.1,49.3
709,98.2,44.3
710,112.6,55.5
711,108.0,57.0
712,87.5,39.5
713,86.7,40.5
714,88.0,46.3
715,91.1,44.6
716,101.9,53.7
717,79.4,56.3
718,96.5,49.6
719,89.7,43.7
720,100.8,55.6
721,91.8,52.5
722,94.8,50.2
723,97.7,39.5
724,86.3,52.0
725,94.2,51.9
726,101.6,55.3
727,100.2,45.8
728,101.5,40.9
729,103.6,46.8
730,107.2,53.4
731,107.5,53.7
732,112.5,48.0
733,108.4,39.3
734,107.8,49.5
735,99.4,51.3
736,110.2,54.4
737,85.1,40.2
738,91.6,43.2
739,97.1,43.4
740,107.3,59.6
741,100.9,52.4
742,120.8,52.8
743,96.3,50.9
744,121.7,47.5
745,101.2,48.5
746,131.6,43.8
747,105.5,61.0
748,101.4,55.2
749,100.5,53.0
750,102.1,43.2
751,87.1,57.1
752,94.8,58.2
753,100.0,47.5
754,96.8,49.0
755,106.6,46.9
756,110.4,52.4
757,101.5,52.8
758,107.2,54.9
759,101.0,50.9
760,84.7,49.6
761,93.3,49.1
762,113.7,48.5
763,106.4,52.7
764,104.7,50.0
765,94.8,52.0
766,90.9,51.0
767,98.9,51.7
768,91.0,57.6
769,100.3,52.1
770,113.2,50.8
771,111.1,48.0
772,111.4,45.7
773,104.6,46.9
774,87.7,43.7
775,89.5,41.7
776,103.6,50.7
777,95.0,51.4
778,101.4,46.4
779,104.7,47.3
780,97.0,48.6
781,86.5,54.7
782,120.1,57.8
783,93.2,66.2
784,87.7,53.2
785,92.3,49.5
786,95.6,54.5
787,104.8,45.5
788,106.6,49.6
789,94.9,45.1
790,126.8,48.3
791,103.1,49.7
792,90.0,48.6
793,111.3,52.5
794,112.1,51.0
795,91.9,49.0
796,101.5,47.3
797,99.6,50.1
798,90.0,44.1
799,98.7,55.5
800,116.2,40.2
801,122.1,49.4
802,104.4,50.5
803,106.1,57.3
804,97.6,50.9
805,108.6,47.5
806,94.9,46.8
807,100.8,55.2
808,106.0,41.7
809,96.2,40.5
810,102.7,51.5
811,119.1,48.9
812,105.4,47.1
813,97.0,45.3
814,97.3,56.4
815,96.1,50.2
816,81.7,42.0
817,97.8,44.7
818,100.6,49.5
819,100.3,49.8
820,103.0,47.7
821,107.7,51.9
822,94.3,54.7
823,102.7,47.8
824,104.7,43.1
825,109.5,48.2
826,102.5,61.1
827,88.4,45.3
828,111.1,44.8
829,110.1,52.1
830,102.8,56.1
831,92.0,50.1
832,109.3,51.2
833,103.4,47.5
834,86.7,48.5
835,105.7,56.7
836,96.7,57.3
837,96.8,46.1
838,94.6,47.4
839,92.4,48.1
840,102.6,50.2
841,96.1,59.6
842,89.7,40.7
843,99.8,52.4
844,108.1,49.3
845,87.0,48.5
846,121.2,51.8
847,106.7,44.7
848,97.0,54.3
849,84.6,50.5
850,119.0,40.2
851,98.6,43.9
852,96.0,43.0
853,101.9,49.8
854,88.1,46.9
855,88.7,51.6
856,93.9,59.3
857,76.5,43.7
858,111.5,59.1
859,105.1,60.1
860,102.4,51.4
861,97.2,49.5
862,95.4,44.0
863,96.3,48.1
864,95.0,56.8
865,96.9,50.9
866,88.6,50.4
867,95.4,54.7
868,92.7,52.6
869,94.1,49.8
870,94.7,50.0
871,99.3,57.0
872,82.2,44.8
873,98.6,54.2
874,98.8,47.6
875,109.9,46.8
876,110.1,47.2
877,91.8,44.7
878,110.5,46.5
879,101.6,48.0
880,109.9,48.7
881,98.8,46.4
882,113.3,49.2
883,113.4,48.5
884,89.2,49.7
885,89.8,45.9
886,114.1,45.6
887,108.0,45.0
888,80.5,51.3
889,98.0,50.8
890,107.8,57.8
891,107.8,39.7
892,81.5,53.5
893,93.5,52.4
894,91.6,56.8
895,103.9,45.0
896,98.2,49.3
897,96.9,55.6
898,98.1,49.5
899,94.4,58.0
900,82.6,55.0
901,97.5,36.4
902,92.5,50.1
903,118.7,49.1
904,111.5,41.0
905,95.7,45.4
906,109.3,51.7
907,103.0,46.2
908,97.8,50.9
909,103.5,55.5
910,89.2,47.0
911,104.1,43.2
912,106.0,58.6
913,102.0,61.8
914,92.2,57.2
915,106.5,52.5
916,107.3,58.5
917,111.5,44.8
918,98.7,51.0
919,89.6,45.8
920,88.2,54.0
921,97.0,45.9
922,84.5,52.6
923,84.7,50.1
924,113.1,48.9
925,93.0,46.4
926,91.4,59.8
927,92.7,53.7
928,97.0,43.5
929,96.9,42.5
930,97.5,49.4
931,86.9,43.5
932,97.5,47.8
933,112.4,47.5
934,112.1,52.6
935,105.8,49.7
936,109.2,47.7
937,109.0,52.0
938,105.5,57.0
939,110.1,52.5
940,100.8,53.6
941,68.2,48.1
942,92.7,44.4
943,99.3,43.7
944,99.7,53.4
945,96.1,48.4
946,91.9,44.2
947,110.0,51.6
948,85.7,49.5
949,84.7,49.4
950,111.9,48.9
951,105.7,48.0
952,82.9,62.8
953,95.9,44.1
954,76.6,50.7
955,76.0,61.3
956,104.3,47.5
957,111.1,45.9
958,109.2,56.0
959,94.6,53.4
960,100.6,51.3
961,103.1,45.4
962,73.5,55.5
963,94.8,48.5
964,100.1,47.0
965,85.8,46.9
966,105.9,50.9
967,100.5,52.3
968,88.1,53.0
969,99.3,44.2
970,92.7,49.1
971,96.2,48.8
972,94.2,39.0
973,124.1,50.6
974,101.5,47.2
975,87.9,45.9
976,84.6,40.7
977,107.8,50.8
978,107.1,45.7
979,110.5,45.3
980,86.0,54.8
981,110.5,60.7
982,98.6,44.9
983,89.9,62.8
984,60.9,52.6
985,94.8,46.2
986,89.0,44.4
987,103.2,35.7
988,100.2,55.2
989,112.1,53.7
990,107.9,49.9
991,105.4,47.7
992,102.8,50.9
993,115.0,46.8
994,102.9,47.1
995,93.4,61.9
996,113.0,52.8
997,103.3,52.6
998,120.4,39.0
999,103.1,51.9
1000,79.7,53.4
1001,90.1,49.0
1002,81.7,50.0
1003,98.5,51.0
1004,107.0,45.8
1005,120.6,45.3
1006,99.5,49.9
1007,100.0,57.1
1008,93.5,51.3
1009,102.4,47.1
1010,106.7,48.1
1011,100.7,49.4
1012,88.0,47.4
1013,106.2,50.5
1014,107.5,55.5
1015,98.4,44.4
1016,95.8,51.2
1017,94.0,55.8
1018,104.0,48.9
1019,92.5,55.0
1020,111.0,53.7
1021,100.6,56.3
1022,97.0,49.4
1023,115.8,50.8
1024,114.7,43.7
1025,111.2,47.3
1026,90.0,51.8
1027,95.1,50.7
1028,110.5,50.8
1029,110.2,47.5
1030,107.3,49.0
1031,104.0,62.1
1032,108.0,52.1
1033,101.3,51.0
1034,99.5,46.0
1035,113.3,46.0
1036,101.5,39.2
1037,92.2,47.2
1038,95.2,59.2
1039,110.1,53.4
1040,100.3,54.9
1041,97.4,55.9
1042,97.2,43.8
1043,102.0,48.7
1044,86.2,46.4
1045,78.2,64.5
1046,84.7,49.1
1047,94.4,53.9
1048,95.4,46.0
1049,87.5,50.5
1050,101.8,54.2
1051,97.9,51.6
1052,109.2,51.1
1053,95.8,58.2
1054,83.5,44.8
1055,89.7,50.1
1056,113.6,44.6
1057,73.9,49.5
1058,118.3,56.8
1059,118.7,48.1
1060,81.9,43.4
1061,98.8,49.3
1062,118.1,54.2
1063,98.7,53.8
1064,90.4,54.3
1065,115.1,54.3
1066,109.3,52.4
1067,97.8,49.9
1068,101.3,51.6
1069,94.5,46.7
1070,100.7,58.4
1071,96.5,51.3
1072,104.4,42.1
1073,94.0,58.5
1074,84.5,56.5
1075,120.5,52.9
1076,98.0,52.2
1077,90.3,48.8
1078,102.8,55.1
1079,105.7,54.5
1080,100.0,53.3
1081,76.5,40.6
1082,106.1,50.2
1083,91.3,59.3
1084,99.6,43.0
1085,87.3,42.9
1086,108.6,53.4
1087,121.1,53.8
1088,86.8,51.3
1089,92.4,57.5
1090,107.8,54.6
1091,84.0,49.6
1092,109.7,54.6
1093,91.1,49.9
1094,103.0,50.6
1095,109.8,48.6
1096,103.5,48.4
1097,106.9,49.9
1098,88.1,61.0
1099,86.1,45.4
1100,99.8,60.7
1101,90.3,47.5
1102,92.2,44.5
1103,100.4,55.3
1104,89.0,49.9
1105,84.6,50.1
1106,88.4,52.6
1107,108.0,53.6
1108,103.2,51.9
1109,102.4,48.9
1110,109.8,50.3
1111,98.6,42.9
1112,104.0,46.4
1113,101.6,54.0
1114,107.4,48.0
1115,93.0,42.2
1116,106.1,53.3
1117,98.9,41.5
1118,103.3,51.4
1119,107.0,39.7
1120,108.5,51.6
1121,104.2,50.5
1122,103.4,46.0
1123,105.1,50.6
1124,85.2,58.5
1125,97.8,49.7
1126,83.3,55.6
1127,100.5,55.0
1128,105.5,49.2
1129,87.8,41.9
1130,108.3,50.8
1131,105.1,50.7
1132,99.9,58.9
1133,101.8,45.0
1134,90.5,50.5
1135,95.7,55.0
1136,88.1,61.2
1137,127.3,53.3
1138,113.7,46.1
1139,102.0,59.5
1140,96.2,47.2
1141,102.1,51.7
1142,99.9,47.8
1143,105.5,44.7
1144,106.8,47.1
1145,82.4,49.1
1146,73.2,59.2
1147,110.4,55.2
1148,96.7,51.0
1149,101.1,37.6
1150,116.0,43.6
1151,92.9,48.3
1152,109.2,44.9
1153,87.0,41.9
1154,118.7,50.0
1155,112.0,46.4
1156,104.5,44.0
1157,101.4,52.7
1158,78.7,50.7
1159,98.2,44.0
1160,105.1,43.0
1161,102.4,51.4
1162,122.3,54.8
1163,97.3,59.8
1164,92.1,50.8
1165,114.6,51.4
1166,105.3,52.1
1167,103.2,39.5
1168,103.1,47.0
1169,106.0,51.0
1170,93.6,46.8
1171,112.3,47.8
1172,94.0,59.9
1173,101.5,52.5
1174,101.3,46.4
1175,113.2,41.7
1176,100.2,44.7
1177,100.6,52.8
1178,90.9,61.1
1179,90.7,53.5
1180,96.9,55.7
1181,97.1,54.8
1182,126.4,51.9
1183,91.8,57.2
1184,107.8,53.5
1185,84.0,51.8
1186,81.5,39.7
1187,118.4,49.1
1188,110.6,41.9
1189,111.4,46.0
1190,92.6,46.3
1191,101.1,44.0
1192,98.9,52.7
1193,98.2,49.3
1194,110.7,51.2
1195,105.3,48.7
1196,88.7,47.3
1197,83.7,46.8
1198,112.1,48.2
1199,77.5,55.7
1200,105.8,50.1
1201,96.7,50.3
1202,100.8,47.0
1203,86.3,51.9
1204,104.6,56.8
1205,100.8,52.1
1206,79.5,45.5
1207,113.9,47.3
1208,116.5,58.1
1209,98.5,51.2
1210,94.3,49.9
1211,90.3,49.7
1212,87.5,54.4
1213,113.3,44.3
1214,114.5,50.7
1215,112.8,45.3
1216,95.2,48.4
1217,93.4,60.5
1218,111.6,53.6
1219,112.9,46.3
1220,95.3,54.1
1221,114.2,51.3
1222,100.0,34.9
1223,103.1,48.3
1224,110.1,48.0
1225,85.0,47.2
1226,94.2,48.9
1227,90.3,51.6
1228,108.1,48.3
1229,110.7,46.9
1230,115.4,51.6
1231,93.0,42.6
1232,106.1,52.8
1233,101.8,48.0
1234,78.0,58.9
1235,90.6,55.0
1236,104.0,46.4
1237,78.1,50.6
1238,97.1,47.8
1239,83.5,49.0
1240,100.5,46.8
1241,107.7,47.2
1242,106.3,58.2
1243,106.8,42.8
1244,99.5,65.0
1245,111.1,48.2
1246,103.8,59.0
1247,102.7,48.2
1248,80.9,54.2
1249,102.1,44.5
1250,101.1,53.2
1251,96.2,50.3
1252,107.2,46.8
1253,90.7,47.5
1254,93.9,46.7
1255,109.0,52.0
1256,114.2,48.4
1257,105.2,52.5
1258,86.0,46.6
1259,100.7,48.0
1260,101.6,49.2
1261,107.1,48.0
1262,106.9,56.8
1263,108.2,56.5
1264,96.6,42.4
1265,94.1,46.2
1266,95.5,49.1
1267,94.9,45.3
1268,95.8,56.0
1269,100.6,55.6
1270,117.5,55.7
1271,102.7,54.3
1272,81.2,54.2
1273,112.3,57.6
1274,92.8,45.9
1275,88.0,51.2
1276,100.7,42.1
1277,101.0,51.0
1278,87.2,50.0
1279,89.7,58.4
1280,97.0,55.5
1281,85.1,49.5
1282,92.2,55.2
1283,104.6,48.5
1284,102.0,51.1
1285,106.9,45.4
1286,89.3,41.6
1287,121.3,50.2
1288,89.5,55.1
1289,107.5,44.9
1290,83.6,50.6
1291,102.8,45.8
1292,106.1,47.7
1293,98.2,49.8
1294,96.0,46.5
1295,101.8,40.9
1296,104.1,47.8
1297,101.1,40.0
1298,84.1,52.2
1299,104.7,50.2
1300,107.0,45.4
1301,92.3,51.5
1302,102.1,40.5
1303,94.7,58.3
1304,110.3,39.3
1305,91.8,53.5
1306,83.0,54.3
1307,89.3,44.1
1308,98.9,56.1
1309,100.5,49.0
1310,104.0,51.2
1311,107.9,45.6
1312,81.9,56.1
1313,96.0,50.2
1314,98.9,50.0
1315,93.0,60.6
1316,96.0,38.7
1317,108.3,49.7
1318,114.1,56.3
1319,96.4,63.4
1320,107.8,52.9
1321,83.2,48.8
1322,107.0,46.5
1323,105.3,47.5
1324,88.5,52.1
1325,103.3,58.0
1326,110.6,35.0
1327,81.9,52.6
1328,84.9,50.1
1329,101.9,51.0
1330,103.9,52.4
1331,88.2,59.0
1332,93.1,47.1
1333,100.2,45.4
1334,92.7,51.4
1335,94.4,52.0
1336,101.9,50.5
1337,93.5,51.5
1338,100.7,46.6
1339,99.6,46.6
1340,105.0,43.2
1341,105.3,51.7
1342,92.6,42.2
1343,87.5,52.4
1344,113.5,54.3
1345,81.9,45.5
1346,97.3,38.1
1347,94.3,59.9
1348,88.1,55.9
1349,96.3,56.1
1350,109.6,51.7
1351,103.6,50.7
1352,112.8,43.9
1353,117.3,41.9
1354,97.5,44.5
1355,96.0,43.6
1356,92.0,44.2
1357,106.3,53.9
1358,105.6,50.8
1359,93.8,54.5
1360,104.5,47.5
